Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,RoleID,LevelID,PerfScoreID,Tribe,Squad,DOB,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,RecruitmentSource,EngagementSurvey,EngangementSurveyRound,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences
Shania Tri Sakanti,10248,Married,Widowed,M,TKP/ Outsource,Back End Developer,Junior,Need improvement,EDU,Squad Pijar Corpu,12/21/74,Cina,39818,44042,relocation out of area,Voluntarily Terminated,Google Search,4.6,5,5,0,43501,0,7
Shelly Ciptantiani,10249,Not married,Single,M,TKP/ Outsource,Back End Developer,Junior,Fully meets,EDU,Squad Pijar Mahir,04/26/86,Padang,40420,,N/A-StillEmployed,Active,CareerBuilder,4.1,4,3,0,43840,0,13
Shepthia Dwina Suwandi,10250,Married,Widowed,M,Prohire,Front End Developer,Junior,Special treatment,EDU,Squad Service Core,12/17/87,Jawa,42009,43039,hours,Voluntarily Terminated,LinkedIn,4.2,4,3,5,42480,0,2
Slamet Rahayu,10251,Not married,Single,F,Prohire,Back End Developer,Junior,Average,HLT,PeduliLindungi,32423,Jawa,41911,,N/A-StillEmployed,Active,LinkedIn,3.51,4,3,0,43879,0,2
Sony Kusuma Istri,10252,Not married,Single,F,Prohire,Front End Developer,Junior,Need improvement,HLT,Vaksinasi,27670,Jawa,41547,,N/A-StillEmployed,Active,Google Search,5,5,5,0,43867,0,14
Sourabh Sharma,10253,Not married,Single,F,Prohire,Front End Developer,Junior,Average,IHX,Squad C,04/14/81,Cina,41912,,N/A-StillEmployed,Active,LinkedIn,3.31,3,3,6,43837,0,7
Sri Reski Anita Muhsini,10254,Married,Divorced,F,TKP/ Outsource,Back End Developer,Junior,Average,COM,ChatAja,08/24/85,Sunda,41505,,N/A-StillEmployed,Active,LinkedIn,4.81,5,4,0,43876,0,15
Sulala Rugaya,10255,Married,Widowed,M,TKP/ Outsource,DevOps Engineer,Junior,Fully meets,COM,UMEETME,25782,Sunda,42009,,N/A-StillEmployed,Active,Employee Referral,3.32,3,3,7,43844,0,16
Syaukat Rafifidhiya Zubaidi,10256,Not married,Single,F,TKP/ Outsource,Front End Developer,Junior,Average,FIN,MPS,05/19/88,Sunda,42125,,N/A-StillEmployed,Active,Website,5,5,3,5,43845,0,2
Tamie Mauretta,10257,Married,Married,F,TKP/ Outsource,Back End Developer,Junior,Exceed,IHX,Squad B,11/25/87,Cina,40112,42833,maternity leave - did not return,Voluntarily Terminated,CareerBuilder,4.68,5,4,0,42462,0,20
Thalita Aprilla Rachma Dara,10258,Married,Widowed,M,Prohire,Back End Developer,Junior,Fully meets,IHX,Squad D,10/30/63,Jawa,41911,,N/A-StillEmployed,Active,Indeed,4.3,4,3,0,43858,0,4
Tri Lika Jayanti Budi Ranti,10259,Not married,Single,M,Prohire,System Documentation,Junior,Exceed,VGA,IndiBOX Apps,08/16/84,Cina,41777,,N/A-StillEmployed,Active,Diversity Job Fair,2.4,2,4,0,43846,2,16
Try Satria Amanattullah,10260,Married,Divorced,F,Prohire,Front End Developer,Junior,Exceed,ENT,MyPertamina,06/14/87,Padang,40812,42272,career change,Voluntarily Terminated,Diversity Job Fair,3.8,4,4,4,41866,0,17
Trya Lovenia,10261,Not married,Single,F,Prohire,Back End Developer,Junior,Need improvement,VGA,Ads Based,23775,Bali,41589,,N/A-StillEmployed,Active,Employee Referral,3.73,4,3,0,43854,0,16
Ulfah Nuraeni,10262,Not married,Single,F,Prohire,Back End Developer,Junior,Average,VGA,UseeTV Go,27001,Jawa,40704,,N/A-StillEmployed,Active,LinkedIn,4.3,4,3,5,43869,0,19
Vanda Ayu Nintyas,10263,Not married,Single,M,TKP/ Outsource,Back End Developer,Junior,Exceed,VGA,UseeTV Go,30561,Padang,42551,,N/A-StillEmployed,Active,LinkedIn,3.27,3,4,5,43844,0,13
Verina Riska,10264,Married,Married,F,TKP/ Outsource,Front End Developer,Senior,Average,COM,ChatAja,07/20/68,Bali,40959,,N/A-StillEmployed,Active,Indeed,2.4,2,2,1,43886,6,20
Wahyu Widi Purwoko,10265,Married,Divorced,F,TKP/ Outsource,Back End Developer,Senior,Exceed,IHX,Squad A,09/30/75,Padang,41184,,N/A-StillEmployed,Active,LinkedIn,4.83,5,5,0,43875,0,15
Wawan Agus Hendrayadi,10266,Not married,Single,F,TKP/ Outsource,Back End Developer,Senior,Average,COM,UMEETME,03/26/73,Bali,41407,42915,unhappy,Voluntarily Terminated,LinkedIn,4.1,4,4,0,42431,0,16
Widayat Tri Raharjo,10267,Married,Divorced,F,TKP/ Outsource,Front End Developer,Junior,Fully meets,ENT,NETMONK,08/25/82,Padang,40553,,N/A-StillEmployed,Active,Google Search,4.1,4,4,0,43868,0,9
Widdesto Ari Yudistiro,10268,Married,Divorced,M,TKP/ Outsource,Front End Developer,Junior,Average,FIN,Bonum,27277,Jawa,41771,,N/A-StillEmployed,Active,Website,1.81,2,2,0,43847,3,5
Wina Klarissa Salsabila,10269,Not married,Single,M,TKP/ Outsource,Back End Developer,Senior,Average,COM,ChatAja,31421,Jawa,41911,,N/A-StillEmployed,Active,Indeed,3.9,4,5,5,43848,0,9
Winda Devita,10270,Not married,Single,M,TKP/ Outsource,Mobile Developer Android,Junior,Average,FIN,Bonum,03/14/85,Bali,41687,,N/A-StillEmployed,Active,LinkedIn,4.7,5,3,0,43841,0,4
Yanuar Ramadhani Achmadianto,10271,Not married,Single,F,TKP/ Outsource,Back End Developer,Senior,Exceed,IHX,Squad A,32847,Jawa,40448,,N/A-StillEmployed,Active,Indeed,4.1,4,4,0,43861,0,18
Yehezkiel Dwisandi Sabana,10272,Married,Married,F,Prohire,Mobile Developer Android,Senior,Special treatment,IHX,Squad D,03/28/78,Sunda,39821,,N/A-StillEmployed,Active,Indeed,3.73,4,4,0,43854,0,12
Yobel Galih Christian Dwiatma,10273,Married,Married,M,TKP/ Outsource,Mobile Developer Android,Senior,Fully meets,EWD,Payment - SSOF,30142,Padang,42009,,N/A-StillEmployed,Active,Google Search,4.36,4,5,0,43854,0,10
Yoga R Nuraziz,10274,Not married,Single,F,TKP/ Outsource,Back End Developer,Middle,Special treatment,COM,UMEETME,08/15/68,Cina,41043,,N/A-StillEmployed,Active,Indeed,3.4,3,5,0,43861,0,13
Yogi Prasetya,10275,Married,Divorced,M,Prohire,Back End Developer,Middle,Average,COM,ChatAja,30472,Sunda,41827,,N/A-StillEmployed,Active,LinkedIn,4.5,5,5,5,43879,0,1
Yohanes Dwiki Kurniawan,10276,Married,Divorced,M,TKP/ Outsource,Back End Developer,Senior,Exceed,Com,DTP Com,10/24/87,Cina,42845,,N/A-StillEmployed,Active,Indeed,3.4,3,3,6,43832,0,14
Yoyon Syafei,10277,Married,Divorced,F,TKP/ Outsource,Front End Developer,Junior,Need improvement,COM,Vutura,27457,Bali,39930,42095,Another position,Voluntarily Terminated,Diversity Job Fair,4.5,5,5,0,41320,0,11
Yuda Eka Putra,10278,Married,Widowed,F,TKP/ Outsource,System Documentation,Junior,Special treatment,EWD,Evaluate,05/24/53,Cina,40679,43654,Another position,Voluntarily Terminated,Google Search,3.93,4,3,0,43208,0,3
Yudhistira Rizky Ananda,10279,Married,Widowed,F,TKP/ Outsource,System Documentation,Middle,Exceed,EWD,Pay,23928,Padang,41911,,N/A-StillEmployed,Active,Indeed,3.69,4,3,0,43858,0,18
Yudi Suyudiana,10280,Married,Divorced,F,TKP/ Outsource,Back End Developer,Middle,Average,EDU,Squad Pijar Sekolah,23990,Padang,40729,43348,return to school,Voluntarily Terminated,Indeed,3.98,4,4,0,42796,0,1
Yudi Widiawan,10281,Not married,Single,M,TKP/ Outsource,Back End Developer,Junior,Exceed,EDU,Squad Service Core,09/16/75,Sunda,39258,41151,military,Voluntarily Terminated,Other,4.1,4,4,0,40738,0,15
Yuni Nuraeni,10282,Married,Widowed,F,TKP/ Outsource,Back End Developer,Junior,Fully meets,EDU,Squad Control Tower,24598,Padang,41323,,N/A-StillEmployed,Active,Indeed,4.21,4,5,0,43844,0,4
Yusril Firza,10283,Not married,Single,M,TKP/ Outsource,Back End Developer,Middle,Fully meets,EDU,Squad Pijar Corpu,01/15/68,Padang,38726,,N/A-StillEmployed,Active,Indeed,4.1,4,3,0,43834,0,6
Yusril Iqbal,10284,Married,Widowed,F,TKP/ Outsource,Back End Developer,Junior,Average,LGT,Logee Port,05/16/83,Bali,41687,,N/A-StillEmployed,Active,LinkedIn,2.44,2,5,0,43872,4,18
Zahrah,10285,Not married,Single,M,TKP/ Outsource,Front End Developer,Junior,Exceed,EDU,Squad Pijar Mahir,32268,Cina,42009,43143,medical issues,Voluntarily Terminated,CareerBuilder,5,5,3,5,42475,0,11
Zharfan Nugraha Permadi,10286,Married,Married,M,TKP/ Outsource,Back End Developer,Junior,Exceed,EDU,Squad Pijar Mahir,06/14/83,Bali,41323,43936,medical issues,Voluntarily Terminated,Diversity Job Fair,4.6,5,3,4,43143,0,9
Zia Ulhafidz Aldiansyah,10287,Not married,Single,F,TKP/ Outsource,Front End Developer,Senior,Special treatment,FIN,Platform,03/15/85,Sunda,40553,42553,unhappy,Voluntarily Terminated,LinkedIn,4.4,4,3,0,42009,0,5
